rank,fact_type,count,domain,url
1,POLITICAL,404,cnn.it,https://cnn.it/2qmv5pf
2,POLITICAL,366,larepublica.pe,https://larepublica.pe/sociedad/2020/01/27/coronavirus-ministra-de-salud-confirma-que-hay-cuatro-probable-casos/
3,POLITICAL,303,diariocorreo.pe,https://diariocorreo.pe/salud/contradicen-a-vizcarra-medicos-de-essalud-niegan-haber-sido-capacitados-por-coronavirus-noticia/
4,POLITICAL,256,larepublica.pe,https://larepublica.pe/sociedad/2020/03/22/coronavirus-en-peru-ingenieros-peruanos-ofrecen-fabricar-100-ventiladores-pulmonares/
5,POLITICAL,246,larepublica.pe,https://larepublica.pe/politica/2020/03/06/coronavirus-martin-vizcarra-confirma-primer-caso-de-covid-19-en-peru-video/
6,POLITICAL,235,larepublica.pe,https://larepublica.pe/sociedad/2020/03/06/aerolineas-en-arequipa-se-niegan-a-transportar-muestras-sospechosas-de-coronavirus-lrsd/
7,POLITICAL,230,larepublica.pe,https://larepublica.pe/mundo/2020/02/28/coronavirus-vacuna-para-la-epidemia-se-obtendria-en-unas-semanas-aseguran-cientificos-de-israel-mdga/
8,POLITICAL,225,larepublica.pe,https://larepublica.pe/sociedad/2020/03/07/coronavirus-en-el-peru-minsa-confirma-cinco-nuevos-casos-de-covid-19/
9,CLICKBAIT,211,mirror.co.uk,https://www.mirror.co.uk/news/uk-news/coronavirus-experts-warn-people-stop-21629235
10,POLITICAL,193,cnn.it,https://cnn.it/2uz6cbr
11,POLITICAL,133,larepublica.pe,https://larepublica.pe/sociedad/2020/03/19/coronavirus-trabajador-de-konecta-dio-positivo-a-prueba-de-covid-19-video/
12,POLITICAL,97,news.chosun.com,https://news.chosun.com/site/data/html_dir/2020/02/28/2020022802911.html
13,POLITICAL,97,larepublica.pe,https://larepublica.pe/sociedad/2020/03/08/coronavirus-en-peru-denuncian-que-clinica-delgado-cobraria-1700-soles-por-descarte-de-covid-19-minsa-video/
14,POLITICAL,93,larepublica.pe,https://larepublica.pe/sociedad/2020/03/06/coronavirus-en-peru-quien-es-el-primer-caso-de-covid19-y-en-que-hospital-del-minsa-fue-detectado-martin-vizcarra-video/
15,POLITICAL,90,larepublica.pe,https://larepublica.pe/mundo/2020/03/15/coronavirus-en-austria-reunion-de-mas-de-cinco-personas-queda-prohibida-por-covid-19/
16,POLITICAL,83,diariocorreo.pe,https://diariocorreo.pe/edicion/lima/coronavirus-en-peru-gente-con-gripe-no-deberia-ir-a-su-trabajo-recomendaciones-ciro-maguina-vicedecano-del-colegio-medico-entrevista-video-noticia/
17,POLITICAL,82,larepublica.pe,https://larepublica.pe/sociedad/2020/03/06/coronavirus-en-peru-personal-de-hospital-uldarico-roca-de-villa-el-salvador-denuncian-que-no-han-sido-capacitados-video-fotos/
18,POLITICAL,77,es.rt.com,https://es.rt.com/7ba5
19,POLITICAL,76,cnn.it,https://cnn.it/37zvbvy
20,POLITICAL,76,larepublica.pe,https://larepublica.pe/politica/2020/03/23/coronavirus-en-peru-militar-christian-cueva-calle-no-sera-retirado-del-ejercito-peruano-ministerio-de-defensa-mdga/
