datetime,iso,local_languages,info_tweets,info_tweets_T,info_tweets_RE,info_tweets_RT,info_tweets_local,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_shadow,info_fact_missing,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_fact_reliable_local,info_fact_unreliable_local,info_fact_unknown_local,info_fact_reliable_RT,info_fact_unreliable_RT,info_fact_reliable_RE,info_fact_unreliable_RE,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_exposure_fact_reliable_local,info_exposure_fact_unreliable_local,info_exposure_fact_unknown_local,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_V,info_vad_A,info_vad_D,info_big_5_O,info_big_5_C,info_big_5_E,info_big_5_A,info_big_5_N,info_risk_index,info_risk_index_local,info_dyn_iri_RT,info_dyn_iri_RE,info_dyn_iri,eco_close_pct,epi_confirmed,epi_confirmed_new,epi_dead,epi_dead_new
2020-01-22,SDS,en,62,7,1,54,31,4,3,10,6,3,0,4,0,0,2,0,1,2,0,7,3,3,0,0,1510,1531,8157,774,0,7896,0,27,0,35,0.0417,5.3834,5.2096,4.1489,,,-0.0154,0.0333,0.0701,0.5035,0.0000,0.5000,,0.5000,,,,,
2020-01-23,SDS,en,118,18,3,97,51,7,6,14,6,6,0,7,0,0,5,1,0,2,5,7,7,5,0,0,4482,24123,23513,2344,24105,12786,4,47,6,61,0.0402,5.7224,5.4177,4.5994,-0.0517,-0.0498,-0.0548,-0.0493,0.0842,0.8433,0.9114,0.4167,,0.4167,,,,,
2020-01-24,SDS,en,347,51,8,288,100,39,5,25,8,14,0,39,1,0,3,1,0,10,3,11,31,5,0,0,290714,3309,49556,6038,2675,31876,1,132,0,214,0.1769,5.9308,5.5900,4.3629,-0.0609,0.0084,-0.0338,-0.0293,0.0784,0.0113,0.3070,0.1389,,0.1389,,,,,
2020-01-25,SDS,en,580,65,21,494,143,61,4,29,11,16,0,61,0,1,3,0,0,18,3,17,53,4,1,0,58182,13203,50034,27911,2423,20304,0,238,0,342,-0.1771,5.2859,5.2275,4.3256,-0.0181,-0.0806,-0.0350,0.0033,0.0609,0.1850,0.0799,0.0702,0.0000,0.0690,,,,,
2020-01-26,SDS,en,377,40,9,328,192,26,8,22,8,8,1,25,0,0,6,2,0,17,6,14,25,8,1,0,24573,4711,26021,13418,4114,10821,0,166,0,211,-0.1290,5.3009,5.1929,4.2284,-0.0422,-0.0325,-0.0463,-0.0077,0.0646,0.1609,0.2347,0.2424,0.0000,0.2353,,,,,
2020-01-27,SDS,en,238,43,7,188,99,18,7,23,12,7,0,18,0,1,5,0,1,11,5,11,15,7,1,0,19011,14943,58607,13594,2862,45678,1,99,1,137,-0.2080,5.0923,5.0962,4.4763,,-0.0570,-0.0276,0.0333,0.0575,0.4401,0.1739,0.3182,0.0000,0.3043,,,,,
2020-01-28,SDS,en,254,58,12,184,123,24,9,41,26,13,2,22,0,0,7,0,2,18,1,27,20,9,0,0,11017,7344,62973,8122,632,49500,4,96,0,154,-0.0676,5.2420,5.2743,4.1799,-0.0604,-0.0559,-0.0304,0.0071,0.0612,0.4000,0.0722,0.3103,,0.3103,,,,,
2020-01-29,SDS,en,269,40,5,224,138,13,4,24,14,9,0,13,0,0,4,0,0,5,3,9,10,3,0,0,9212,15944,24073,4416,14773,11155,0,106,0,163,-0.1448,5.3576,5.1794,4.3974,-0.0269,-0.0107,-0.0359,0.0041,0.0662,0.6338,0.7699,0.2308,,0.2308,,,,,
2020-01-30,SDS,en,465,76,10,379,268,12,11,37,7,12,2,10,0,3,7,1,0,6,9,19,12,11,0,0,2957,13666,26167,1111,13049,15443,1,181,0,283,-0.0320,5.3097,5.2928,4.1924,-0.0677,-0.0429,-0.0397,0.0221,0.0635,0.8221,0.9215,0.4783,,0.4783,,,,,
2020-01-31,SDS,en,417,77,10,330,257,13,6,27,8,10,0,13,0,0,5,0,1,7,5,19,11,6,0,0,10943,10411,26492,8178,9409,22990,3,197,0,217,-0.1140,5.1814,5.2522,4.2387,-0.0394,-0.0394,-0.0362,0.0103,0.0565,0.4875,0.5350,0.3529,,0.3529,,,,,
2020-02-01,SDS,en,166,24,6,136,85,9,4,20,9,11,0,9,1,1,1,1,0,6,3,10,8,4,0,0,12210,5545,24033,8734,4125,14830,1,82,1,82,-0.1663,5.0852,5.1869,4.4122,-0.0475,-0.0544,-0.0454,0.0067,0.0701,0.3123,0.3208,0.3333,,0.3333,,,,,
2020-02-02,SDS,en,216,45,16,155,112,6,3,20,18,2,0,6,1,1,0,1,0,4,3,18,4,3,0,0,8119,9432,8851,8109,9432,7641,0,50,0,166,-0.0889,5.2805,5.3235,4.1684,0.0341,,-0.0496,0.0079,0.0765,0.5374,0.5377,0.4286,,0.4286,,,,,
2020-02-03,SDS,en,141,29,14,98,73,2,1,10,8,2,0,2,0,1,0,0,0,1,1,3,1,0,0,0,2054,82,9968,119,82,6509,2,44,7,88,0.0592,5.3479,5.2267,4.2376,-0.0218,-0.0503,-0.0429,-0.0164,0.0678,0.0384,0.4080,0.0000,,0.0000,,,,,
2020-02-04,SDS,en,132,22,8,102,70,6,3,12,3,8,0,6,1,0,1,0,1,3,2,8,5,3,0,0,7172,8890,17953,6542,7855,15491,3,53,0,76,-0.1021,5.1676,5.2212,4.2308,0.0488,0.0146,-0.0291,0.0048,0.0615,0.5535,0.5456,0.3750,,0.3750,,,,,
2020-02-05,SDS,en,110,35,4,71,55,6,0,24,19,3,0,6,0,0,0,0,0,2,0,11,5,0,0,0,4562,0,29635,1047,0,6638,2,54,0,54,-0.0651,5.4100,5.3292,4.5441,,,-0.0325,-0.0190,0.0732,0.0000,0.0000,0.0000,,0.0000,,,,,
2020-02-06,SDS,en,137,13,5,119,87,10,2,16,11,3,0,10,0,1,1,0,0,6,1,12,8,2,0,0,14433,580,12490,9135,563,10124,0,69,0,68,-0.2037,5.1475,5.1432,4.4283,-0.0466,,-0.0421,-0.0260,0.0753,0.0386,0.0581,0.2000,,0.2000,,,,,
2020-02-07,SDS,en,157,32,12,113,86,16,1,18,11,6,0,16,0,0,0,1,0,15,0,11,16,1,0,0,27094,10792,85845,26978,0,44767,4,69,0,84,-0.0623,5.3031,5.2878,4.3563,-0.0021,-0.0467,-0.0392,0.0065,0.0745,0.2849,0.0000,0.0588,,0.0588,,,,,
2020-02-08,SDS,en,126,17,2,107,70,26,2,11,6,5,0,26,0,0,1,1,0,17,1,10,26,2,0,0,18306,6166,16305,10094,4569,15966,0,40,0,86,0.0348,5.1612,5.3189,4.3428,0.0040,-0.0162,-0.0313,0.0133,0.0690,0.2520,0.3116,0.0714,,0.0714,,,,,
2020-02-09,SDS,en,151,25,1,125,70,15,1,53,44,7,0,15,0,1,0,0,0,4,1,8,11,1,0,0,19342,2191,52845,2511,2191,7686,0,59,0,92,-0.1228,5.1772,5.1036,4.3806,-0.0471,-0.0555,-0.0425,-0.0142,0.0751,0.1018,0.4660,0.0833,,0.0833,,,,,
2020-02-10,SDS,en,164,27,0,137,74,11,3,46,28,17,0,11,0,0,2,1,0,5,3,8,10,3,0,0,78452,11079,38225,72147,11079,7865,1,69,1,93,-0.0815,5.2251,5.1859,4.3459,-0.0695,-0.0688,-0.0354,-0.0045,0.0689,0.1237,0.1331,0.2308,,0.2308,,,,,
2020-02-11,SDS,en,122,11,4,107,61,10,2,16,8,6,1,9,0,0,1,1,0,8,2,1,8,2,0,0,20210,5431,13758,17904,5431,1993,1,58,0,63,-0.0693,5.2908,5.3168,4.2290,,,-0.0116,0.0238,0.0592,0.2118,0.2327,0.2000,,0.2000,,,,,
2020-02-12,SDS,en,77,13,5,59,45,5,1,5,2,2,0,5,0,1,0,0,0,3,1,3,2,1,0,0,9264,4662,4197,7069,4662,3552,0,37,0,40,-0.0521,5.2056,5.1993,4.3207,-0.0010,0.0474,-0.0399,0.0039,0.0701,0.3348,0.3974,0.3333,,0.3333,,,,,
2020-02-13,SDS,en,71,8,5,58,37,6,1,7,0,3,0,6,0,0,1,0,0,1,1,3,6,1,0,0,13170,4331,22193,449,4331,4027,2,23,0,46,-0.1422,5.2708,5.3103,4.3178,-0.0419,-0.0488,-0.0361,-0.0144,0.0704,0.2475,0.9061,0.1429,,0.1429,,,,,
2020-02-14,SDS,en,85,12,0,73,55,12,1,4,2,2,0,12,0,1,0,0,0,8,1,4,10,1,0,0,16102,1684,9620,12694,1684,9620,0,34,0,51,-0.1766,5.3680,5.3064,4.2649,,,-0.0441,0.0333,0.0667,0.0947,0.1171,0.0909,,0.0909,,,,,
2020-02-15,SDS,en,105,14,1,90,30,18,0,8,0,8,0,18,0,0,0,0,0,8,0,4,10,0,0,0,16539,0,8993,5834,0,8249,0,41,0,64,-0.0913,5.0923,5.2198,4.2839,,,-0.0593,,0.0767,0.0000,0.0000,0.0000,,0.0000,,,,,
2020-02-16,SDS,en,121,12,1,108,36,16,0,6,0,6,0,16,0,0,0,0,0,11,0,1,16,0,0,0,18483,0,4611,16081,0,248,0,56,0,65,-0.1450,5.3350,5.2441,4.2807,-0.0471,-0.0472,-0.0219,-0.0082,0.0706,0.0000,0.0000,0.0000,,0.0000,,,,,
2020-02-17,SDS,en,89,6,3,80,27,6,2,3,0,3,0,6,1,0,1,0,0,2,1,1,6,2,0,0,15470,3823,3001,12216,3496,2757,0,41,0,48,-0.0158,5.1799,5.4113,4.2875,,0.0024,-0.0593,,0.0786,0.1982,0.2225,0.2500,,0.2500,,,,,
2020-02-18,SDS,en,123,14,3,106,38,2,0,9,5,4,0,2,0,0,0,0,0,1,0,6,2,0,0,0,3902,0,8108,1951,0,6410,2,52,0,69,-0.0505,5.3774,5.2765,4.3404,,,-0.0027,0.0138,0.0672,0.0000,0.0000,0.0000,,0.0000,,,,,
